# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.000       64.339818     0.043456075       586.35445
2.000       66.350437     0.040622830       601.13470
2.000       68.361056     0.038820148       628.28073
2.000       70.371675     0.035398588       624.95662
2.000       72.382295     0.034136083       655.81446
2.000       74.392914     0.035325034       736.79651
2.000       76.403533     0.033466583       756.17438
2.000       78.414153     0.031853048       778.04482
2.000       80.424772     0.030078102       792.66596
2.000       82.435391     0.030148495       855.61229
2.000       84.446011     0.028917005       882.18766
2.000       86.456630     0.027483209       899.77226
2.000       88.467249     0.028147460       987.31795
2.000       90.477868     0.025566625       959.33600
2.000       92.488488     0.024655036       988.18655
2.000       94.499107     0.024370931       1041.8987
2.000       96.509726     0.023578672       1073.7492
2.000       98.520346     0.022516065       1090.7885
2.000       100.53096     0.022027530       1133.7978
2.000       102.54158     0.021887159       1195.5279
2.000       104.55220     0.021983681       1272.8295
2.000       106.56282     0.020229113       1240.1215
2.000       108.57344     0.019640589       1273.4901
2.000       110.58406     0.019211800       1316.1819
2.000       112.59468     0.019155382       1385.2071
2.000       114.60530     0.018170308       1385.6280
2.000       116.61592     0.018198477       1462.1059
2.000       118.62654     0.017760790       1502.0283
2.000       120.63716     0.018339046       1631.1365
2.000       122.64778     0.016881923       1577.8700
2.000       124.65840     0.016543893       1623.5759
2.000       126.66902     0.016450157       1693.7586
2.000       128.67964     0.015746812       1699.7786
2.000       132.70087     0.014829849       1755.6112
2.000       136.72211     0.015878644       2055.8903
2.000       140.74335     0.014736712       2081.3950
2.000       144.76459     0.015030453       2310.0925
2.000       148.78583     0.013705876       2286.9768
2.000       152.80707     0.013462077       2433.3952
2.000       156.82831     0.013216483       2582.6140
2.000       160.84954     0.012622840       2661.2572
2.000       164.87078     0.012282502       2788.6126
2.000       168.89202     0.011746245       2866.7956
2.000       172.91326     0.010806022       2830.2251
2.000       176.93450     0.010443530       2930.5904
2.000       180.95574     0.011533787       3462.2565
2.000       184.97698     0.011018042       3532.8705
2.000       188.99821     0.010338486       3535.9027
2.000       193.01945     0.010466269       3812.9877
2.000       197.04069    0.0093153787       3610.2605
2.000       201.06193     0.010150345       4179.6564
2.000       205.08317    0.0099596708       4352.1645
2.000       209.10441    0.0090117541       4174.1606
2.000       213.12565    0.0095340458       4675.7860
2.000       217.14688    0.0090784487       4709.1520
2.000       221.16812    0.0082540249       4523.8024
2.000       225.18936    0.0086115691       4981.9132
2.000       229.21060    0.0087366625       5329.9104
2.000       233.23184    0.0086772246       5577.1793
2.000       237.25308    0.0077811603       5264.4158
2.000       241.27432    0.0069869687       4971.5560
2.000       245.29555    0.0076294189       5704.6730
2.000       249.31679    0.0078856434       6191.0169
2.000       253.33803    0.0080177997       6604.2976
2.000       257.35927    0.0072392298       6251.4689
2.000       265.40175    0.0058452830       5535.8860
2.000       273.44422    0.0072007141       7458.5103
2.000       281.48670    0.0071116927       8035.5736
2.000       289.52918    0.0063658665       7827.1706
2.000       297.57166    0.0058224594       7772.3333
2.000       305.61413    0.0052928930       7653.9158
2.000       313.65661    0.0045266675       7076.3969
2.000       321.69909    0.0055122410       9297.1094
2.000       329.74156    0.0044508787       8084.2010
2.000       337.78404    0.0043101394       8415.4814
2.000       345.82652    0.0043562174       9127.5598
2.000       353.86900    0.0045250840       10158.380
2.000       361.91147    0.0044817134       10762.704
2.000       369.95395    0.0035997654       9233.9488
2.000       377.99643    0.0040037376       10954.661
2.000       386.03891    0.0045746984       13332.941
2.000       394.08138    0.0030492563       9454.1381
2.000       402.12386    0.0035479250       11687.570
2.000       410.16634    0.0032665695       11419.372
2.000       418.20881    0.0033225964       12311.966
2.000       426.25129    0.0030611636       12010.302
2.000       434.29377    0.0031990300       13275.148
2.000       442.33625    0.0030095707       13195.699
2.000       450.37872    0.0036400659       16846.632
2.000       458.42120    0.0026780453       13070.201
2.000       466.46368    0.0030322651       15591.609
2.000       474.50615    0.0031417580       17004.683
2.000       482.54863    0.0031793966       18098.318
2.000       490.59111    0.0032492356       19436.160
2.000       498.63359    0.0025749473       16172.724
2.000       506.67606    0.0026496695       17460.358
2.000       514.71854    0.0028667833       19804.987
1.750     0.015707963       2234.3285   0.00043870938
1.750     0.031415927       5302.6802    0.0083294306
1.750     0.047123890       2680.8439     0.014212327
1.750     0.062831853       2291.3530     0.028793991
1.750     0.078539816       1702.0933     0.041775655
1.750     0.094247780       1280.6906     0.054316009
1.750      0.10995574       1047.3324     0.070535628
1.750      0.12566371       939.00855     0.094399436
1.750      0.14137167       682.60596     0.097707408
1.750      0.15707963       594.01537      0.11663464
1.750      0.17278760       525.48164      0.13733002
1.750      0.18849556       475.43754      0.16131216
1.750      0.20420352       416.33585      0.17959894
1.750      0.21991149       373.70038      0.20134346
1.750      0.23561945       328.99108      0.21801571
1.750      0.25132741       306.71992      0.24667880
1.750      0.26703538       265.17375      0.25580391
1.750      0.28274334       243.33113      0.27864104
1.750      0.29845130       217.53287      0.29296490
1.750      0.31415927       199.72867      0.31373305
1.750      0.32986723       183.51157      0.33369617
1.750      0.34557519       164.59776      0.34412947
1.750      0.36128316       158.73466      0.37921471
1.750      0.37699112       145.75909      0.39563916
1.750      0.39269908       134.67372      0.41317379
1.750      0.40840704       129.33155      0.44632829
1.750      0.42411501       119.74891      0.46279935
1.750      0.43982297       112.23820      0.48377641
1.750      0.45553093       107.04644      0.51262066
1.750      0.47123890       101.52183      0.53821165
1.750      0.48694686       93.698680      0.54808567
1.750      0.50265482       90.299511      0.58098540
1.750      0.51836279       85.723137      0.60488075
1.750      0.53407075       81.878537      0.63188306
1.750      0.54977871       79.032002      0.66532984
1.750      0.56548668       75.245241      0.68931294
1.750      0.58119464       72.661076      0.72266477
1.750      0.59690260       68.067016      0.73336030
1.750      0.61261057       65.843377      0.76689482
1.750      0.62831853       63.420380      0.79696401
1.750      0.64402649       60.684313      0.82121694
1.750      0.65973446       57.717140      0.83961960
1.750      0.67544242       56.653954      0.88443411
1.750      0.69115038       54.516548      0.91183503
1.750      0.70685835       52.645917      0.94195927
1.750      0.72256631       50.368345      0.96263370
1.750      0.73827427       49.401498       1.0070791
1.750      0.75398224       47.524952       1.0319895
1.750      0.76969020       46.523317       1.0747038
1.750      0.78539816       44.842866       1.1006095
1.750      0.80110613       43.514880       1.1333870
1.750      0.81681409       42.358740       1.1694535
1.750      0.83252205       40.754652       1.1913371
1.750      0.84823002       39.514400       1.2217056
1.750      0.86393798       38.746617       1.2657611
1.750      0.87964594       37.579913       1.2958351
1.750      0.89535391       36.598003       1.3307971
1.750      0.91106187       36.073645       1.3819868
1.750      0.92676983       34.804907       1.4035452
1.750      0.94247780       34.018908       1.4427930
1.750      0.95818576       32.886310       1.4656644
1.750      0.97389372       32.520409       1.5218118
1.750      0.98960169       31.509067       1.5469885
1.750       1.0053096       31.047515       1.5980732
1.750       1.0367256       30.000133       1.6934988
1.750       1.0681415       28.457794       1.7569438
1.750       1.0995574       27.363724       1.8428891
1.750       1.1309734       25.838371       1.8936186
1.750       1.1623893       25.082546       1.9957065
1.750       1.1938052       24.350005       2.0987936
1.750       1.2252211       23.073898       2.1499812
